name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
Harold Schnitzer Diabetes Health Center at OHSU,3303 SW Bond Ave,None,Portland ,OR,97239,(503) 494-5249,45.49847329999999,-122.6713956,http://www.ohsuhealth.com/diabetes,Full,Public ,In-Person
Legacy Health,1919 NW Lovejoy St.,None,Portland ,OR,97210,(503) 413-7226,45.53035870000001,-122.6911179,http://www.legacyhealth.org/weight,Preliminary,Public ,In-Person
Lifestyle Medicine Options,9498 SW Barbur Blvd. Ste 210,None,Portland ,OR,97267,(503) 442-0226,45.4563199,-122.71290959999999,http://www.lifestylemedicineoptions.com,Pending,Public Employees Members Other ,In-Person
Lifeweighs Wellness Coaching,"8835 SW Canyon Ln., Suite 125",None,Portland ,OR,97225-3454,(503) 894-6004,45.49943,-122.76793,http://www.lifeweighs.com,Full,Public Employees Members ,In-Person
LifeWeighs Wellness Coaching,"8835 SW Canyon Ln., Suite 125",None,Portland ,OR,97225,(503) 894-6004,45.49943,-122.76793,http://www.lifeweighs.com,Pending,Public ,OnLine
National University of Natural Medicine,049 SW Porter St.,None,Portland ,OR,97201,(503) 552-1716  Ext: 5035930333 ,45.501676200000006,-122.67656070000001,Unavailable,Pending,Public ,Combination
Native American Rehabilitation Association,15 N Morris St.,None,Portland ,OR,97227,(503) 230-9875,45.544885,-122.667051,Unavailable,Preliminary,Other ,In-Person
Providence Medical Group Oregon Prevent DPP,4400 NE Halsey St.,Bldg. 2,Portland ,OR,97213,(503) 215-6628,45.5333872,-122.6185469,Unavailable,Full,Public ,In-Person
The Miracles Club,4200 NE MLK,None,Portland ,OR,97211,(503) 249-8559,45.554128399999996,-122.66131200000001,https://www.miraclesclubapartments.com/contactus.aspx,Preliminary,Public ,In-Person
Crook County Health Department,375 NW Beaver St.,Suite 100,Prineville ,OR,97754,(541) 447-3093,44.3035523,-120.8492047,http://co.crook.or.us/Departments/HealthDepartment/HealthHome/tabid/2169/Default.aspx,Full,Public ,In-Person
Cow Creek Health and Wellness Center,"2371 NE Stephens St., Ste 200",None,Roseburg ,OR,97470,(541) 672-8533,43.2386727,-123.3517111,Unavailable,Preliminary,Other ,In-Person
Oregon Wellness Network (Division of O4AD),3410 Cherry Ave NE,None,Salem,OR,97303,(503) 304-3400,44.9753033,-123.019267,http://www.nwsds.org,Full,Public ,In-Person
MidColumbia Medical Center,551 Lone Pine Blvd.,None,The Dalles,OR,97058,(541) 296-7319,45.6060273,-121.1386939,Unavailable,Preliminary,Public ,In-Person
Borland Free Clinic,3550 Borland Rd.,None,Tualatin ,OR,97062,(917) 359-7046,45.3735514,-122.7122804,Unavailable,Full,Public ,In-Person
Confederated Tribes of Warm Springs,1113 Wasco St.,None,Warm Springs,OR,97761,(541) 553-2460  Ext: 2350 ,35.5941238,-119.34094569999999,Unavailable,Preliminary,Public ,In-Person
CareSpace,28505 SW GRAHAMS FERRY Rd.,None,Wilsonville ,OR,97070,(503) 290-4943,45.314336,-122.802652,Unavailable,Pending,Public Other ,OnLine
CH Hospital of Allentown,1503 N Cedar Crest Blvd.,None,Allentown ,PA,18104,(610) 861-8080  Ext: 28262 ,40.6127379,-75.52921669999998,Unavailable,Pending,Public Employees Members ,In-Person
Greater Valley YMCA,1524 W LINDEN St.,SUITE 209,Allentown ,PA,18102,(610) 438-6065,40.59838870000001,-75.4899066,https://www.gv-ymca.org/healthy-living-programs/diabetes-prevention.html,Pending,Public Employees Members ,In-Person
Neighborhood Health Center of Lehigh Valley,218 N. 2nd St.,None,Allentown ,PA,18102,(610) 841-8400  Ext: 2003 ,39.9542138,-75.1430906,Unavailable,Full,Public ,In-Person
Pennsylvania Service Coordination Agency,150 Monument Rd.,603,Bala Cynwd,PA,19004,(215) 929-1305  Ext: 218 ,40.011435,-75.21774190000001,Unavailable,Pending,Public Employees Other ,In-Person
Corporate Wellness Nutrition,150 Monument Rd.,Suite 207,Bala Cynwyd,PA,19004,(800) 484-7720,40.011435,-75.21774190000001,Unavailable,Pending,Employees Members ,Distance Learning
"Family Food, LLC",150 Monument Rd.,Suite 207,Bala Cynwyd,PA,19004,(800) 203-8657,40.011435,-75.21774190000001,Unavailable,Pending,Public ,Distance Learning
Berwick Area YMCA,231 West Thurd St.,None,Berwick ,PA,18603,(570) 752-5981,42.3388857,-71.04898670000001,Unavailable,Pending,Public Employees Members ,In-Person
Bethlehem Health Bureau,10 E. Church St.,None,Bethlehem ,PA,18018,(610) 865-7083,40.6184667,-75.378038,Unavailable,Pending,Public ,In-Person
St. Luke's University Health Network,801 Ostrum St.,None,Bethlehem ,PA,18015,(484) 526-2301,40.6089201,-75.39370079999998,Unavailable,Preliminary,Public ,In-Person
YWCA Bethlehem,3895 Adler Pl.,"Building A,  Suite 180",Bethlehem ,PA,18017-9092,(610) 867-4669  Ext: 102 ,40.6702625,-75.3833152,Unavailable,Pending,Public ,In-Person
No Longer Bound,1230 Norton Ave.,None,Bristol ,PA,19007,(215) 788-9511,39.7293122,-84.1297316,Unavailable,Full,Public ,In-Person
Butler County Family YMCA,339 N. Washington St.,None,Butler ,PA,16001,(724) 287-4733,40.864813,-79.896397,http://butler.bcfymca.org/,Full,Public ,In-Person
Greater Carbondale YMCA,82 N. Main St.,None,Carbondale ,PA,18407,(570) 282-2210,42.290235700000004,-71.35374089999998,Unavailable,Pending,Public ,In-Person
SADLER HEALTH CENTER,100 N. HANOVER St.,None,Carlisle ,PA,17013,(717) 218-6670  Ext: 4368 ,40.20329,-77.1892688,http://WWW.SADLERHEALTH.ORG,Pending,Public ,In-Person
Hartzell's Pharmacy,300 American St.,None,Catasauqua ,PA,18032,(610) 264-5471,40.6535859,-75.4679396,Unavailable,Preliminary,Public Employees ,In-Person
Chambersburg Memorial YMCA,570 E McKinley St.,None,Chambersburg ,PA,17201,(717) 263-8508,39.926579200000006,-77.6520079,http://chbgy.org/,Full,Public ,In-Person
Wellspan,785 5th Ave.,None,Chambersburg ,PA,17201,(717) 267-7561,40.76457569999999,-73.97252259999998,http://www.summithealth.org,Full,Public ,In-Person
Curtis Pharmacy,305 Main St.,None,Claysville ,PA,15323,(724) 663-7707,36.529492100000006,-87.35787890000002,Unavailable,Pending,Other ,In-Person
North Penn YMCA,2506 N. Broad St.,None,Colmar ,PA,18915,(215) 723-3569  Ext: 115 ,40.264992299999996,-75.25761349999998,Unavailable,Pending,Public Employees Members ,In-Person
Geisinger Health Plan,100 North Academy Ave.,None,Danville ,PA,17822-5002,(866) 415-7138,40.9677777,-76.60534720000001,http://www.thehealthplan.com,Full,Public ,In-Person
Penn Highlands Healthcare,100 Hospital Ave.,None,Dubois ,PA,15801,(814) 375-3890,41.11492000000001,-78.77515090000001,Unavailable,Full,Public ,In-Person
Greater Scranton YMCA,706 North Blakely St.,None,Dunmore ,PA,18512,(570) 828-3230,41.4287473,-75.62208170000001,http:// http://www.greaterscrantonymca.org/Health%20Initiatives-324.htm,Pending,Public ,In-Person
"East Berlin Pharmacy, Inc.",335 West King St.,None,East Berlin,PA,17316,(717) 259-8321,40.2501519,-75.66506079999998,http://www.choicehealthservices.com/diabetes-prevention-program,Pending,Public ,In-Person
Harrisburg Area YMCA,500 N. Church St.,None,Elizabethville ,PA,17023,(717) 362-9494,35.2311903,-80.83969309999998,http://ymcaharrisburg.org,Full,Public ,In-Person
Saint Vincent Center for Nutrition and Diabetes,3822 Colonial Ave.,None,Erie ,PA,16506,(814) 835-2626,42.068216899999996,-80.15757159999998,Unavailable,Full,Public ,In-Person
The Sight Center of Northwest PA,2545 W. 26th St.,None,Erie ,PA,16506,(814) 455-0995  Ext: 101 ,42.0905414,-80.129987,Unavailable,Full,Public ,In-Person
YMCA of Greater Erie,31 west 10 St.,None,Erie ,PA,16501,(814) 899-9622,40.73424850000001,-73.996983,https://www.ymcaerie.org/diabetes-prevention-program/,Pending,Public Employees Members ,In-Person
EXTON PHARMACY1840,1 MARCHWOOD Rd.,None,Exton ,PA,19341-1840,(610) 363-9444,40.0478684,-75.6375765,Unavailable,Pending,Public ,In-Person
YMCA of Franklin and Grove City,111 West Park St.,None,Franklin ,PA,16323,(724) 458-9781,40.1171534,-88.2080953,Unavailable,Preliminary,Public ,In-Person
Walberg Family Pharmacies - Care-Fill Pharmacy,43 WILLIAMSON Rd. Suite 1,None,"Greenville, Pa",PA,16125,(724) 932-5355  Ext: 112 ,41.413364200000004,-80.3582959,Unavailable,Pending,Public Employees ,In-Person
Commonwealth of Pennsylvania,513 Finance Building,613 North St.,Harrisburg ,PA,17120-0400,(717) 787-9872,,,Unavailable,Pending,Employees ,In-Person
Latino Connection,3809 Paxton St.,Suite A,Harrisburg ,PA,17111,(717) 963-7218,40.2531097,-76.82172969999998,Unavailable,Full,Other ,In-Person
Shenango Valley YMCA,925 N Hermitage Rd.,None,Hermitage ,PA,16148,(724) 981-6950,41.245456299999994,-80.45042690000001,Unavailable,Pending,Public ,In-Person
Country Meadows Retirement Communities,830 Cherry Dr.,None,Hershey ,PA,17033,(717) 533-2474  Ext: 10120 ,36.0030528,-114.9599604,Unavailable,Pending,Public Employees ,In-Person
Blair Regional YMCA,1111 Hewit St.,None,Hollidaysburg ,PA,16648,(814) 695-4467,40.4382744,-78.3933768,http://hollidaysburgareaymca.org,Full,Public ,In-Person
J.C. Blair Memorial Hospital,1225 Warm Springs Ave.,None,Huntingdon ,PA,16652,(814) 643-2290,40.493675599999996,-78.01124519999998,http://www.jcblair.org,Full,Public ,In-Person
"The Wright Center Medical Group, PC",5 South Washington Ave.,None,Jermyn ,PA,18433,(570) 383-9934,41.51574069999999,-75.5481401,http://www.thewrightcenter.org,Preliminary,Public ,In-Person
Conemaugh Memorial Medical Center,1450 Scalp Ave.,Suite 2300,Johnstown ,PA,15904,(814) 534-6800,40.2703814,-78.8585238,Unavailable,Full,Public ,In-Person
Richard G. Snyder YMCA Campus,1150 North Water St.,None,Kittanning ,PA,16201,(724) 545-9622,43.045320000000004,-87.91074150000001,Unavailable,Pending,Public Employees Members ,In-Person
Lancaster Family YMCA,265 Harrisburg Ave.,None,Lancaster ,PA,17603,(717) 393-9622  Ext: 1102 ,40.0470994,-76.31140970000001,Unavailable,Pending,Public ,In-Person
Lancaster General Health-Penn Medicine,555 N. Duke St.,None,Lancaster ,PA,17604,(717) 544-7791,40.047027,-76.3040232,http://Lancastergeneralhealth.org,Full,Members Other ,In-Person
"Lebanon Family Health Services, INC",615 Cumberland St.,None,Lebanon ,PA,17042,(717) 273-6741,40.3397961,-76.4216505,http://lebanonfamilyhealth.org,Preliminary,Public ,In-Person
UPMC Pinnacle Medical Group,3 Walnut St.,Suite 206,Lemoyne ,PA,17043,(717) 761-0208,40.2527787,-76.90479169999998,Unavailable,Full,Other ,In-Person
LVRx Pharmacy,211 south market St.,None,Ligonier ,PA,15658,(724) 995-8868,40.7853613,-76.558238,Unavailable,Pending,Public ,In-Person
Meadville YMCA,356 Chestnut St.,None,Meadville ,PA,16335,(814) 336-2196,42.0507394,-71.37531659999998,http://meadvilleymca.org,Full,Public ,In-Person
New Castle Community YMCA,20 West Washington St,None,New Castle,PA,16101,(724) 658-4766  Ext: 21 ,39.642473200000005,-77.7207512,http://www.ncymca.org,Pending,Employees ,In-Person
Welsh Mountain Health Centers,584 Springville Rd.,None,New Holland,PA,17557,(717) 354-4711  Ext: 141 ,40.0709898,-76.01792950000001,Unavailable,Pending,Public ,In-Person
iHealth Partners Network,418 Crossbow Dr.,None,New Stanton,PA,15672,(724) 322-1043,40.2308406,-79.609786,http://ihpn.online,Full,Public Employees Members Other ,In-Person
Sodexo Operations,115 Pheasant Run,Suite 106,Newtown,PA,18944,(215) 867-4717,40.1149208,-76.7467505,Unavailable,Preliminary,Public ,In-Person
MontCo Office of Aging & Adult Services,1430 Dekalb St.,None,Norristown ,PA,19401,(610) 278-5926,40.123183000000004,-75.33256340000001,Unavailable,Full,Public ,In-Person
Patton Pharmacy V&S Variety,"503 Railroad Ave., Suite 2",None,Patton ,PA,16668,(814) 674-3693,40.6379508,-78.65089520000001,Unavailable,Pending,Public ,In-Person
Episcopal Community Services,225 S. 3rd St.,None,Philadelphia ,PA,19106-3910,(215) 351-1463,40.7112,-73.958309,http://ecsphilly.org,Pending,Public ,In-Person
Health Federation of Philadelphia,1211 Chestnut St.,Suite 801,Philadelphia ,PA,19107,(215) 246-5417,39.9506585,-75.1606944,http://www.healthfederation.org/dpp,Full,Other ,In-Person
"Health Promotion Council of Southeastern Pennsylvania, Inc.",1500 Market St.,None,Philadelphia ,PA,19102,(267) 350-7691,39.9522839,-75.1662022,Unavailable,Full,Public Employees Members Other ,In-Person
Penn Medicine,3400 Civic Center Blvd.,"1st Floor, East Pavilion",Philadelphia ,PA,19104,(215) 615-5252,39.9476279,-75.19259799999998,Unavailable,Pending,Employees ,In-Person
Penn Medicine,3400 Civic Center Blvd.,None,Philadelphia ,PA,19104,(215) 615-5252  Ext: 4848836050 ,39.9476279,-75.19259799999998,Unavailable,Pending,Employees ,OnLine
Pennsylvania Hospital - Diabetes Education Center,Garfield Duncan Building,"700 Spruce Streets, 4th floor, suite 400",Philadelphia ,PA,19106,(215) 829-5725,39.9455612,-75.1555765,Unavailable,Full,Public ,In-Person
Philadelphia Freedom Valley YMCA,2000 Market St. Suite 750,None,Philadelphia ,PA,19103,(215) 963-3700,39.953289,-75.17364479999998,http://philaymca.org,Pending,Public ,In-Person
Temple Physicians Inc.,3401 N. Broad St.,None,Philadelphia ,PA,19140,(215) 707-7188,40.0050435,-75.1507582,http://templehealth.org,Full,Public Members ,In-Person
Thomas Jefferson University  Hospital Center for Urban Health,211 South 9th St.,Suite 300,Philadelphia ,PA,19107,(215) 955-2397,39.9478844,-75.1556228,Unavailable,Full,Public ,In-Person
Uplift,2800 fox St.,None,Philadelphia ,PA,19129,(215) 717-1222,40.0087215,-75.17651740000001,Unavailable,Pending,Public ,In-Person
Viora Health,3401 MARKET St.,STE 200,Philadelphia ,PA,19104,(267) 469-0102,39.9563826,-75.191974,Unavailable,Pending,Public ,Combination
Visiting Nurses of Philadelphia,3300 Henry Ave.,None,Philadelphia ,PA,19090,(215) 473-0772,40.01172950000001,-75.184536,Unavailable,Pending,Public ,In-Person
The Gateway Pharmacy,165 Nutt Rd.,None,Phoenixville ,PA,19460,(610) 933-2609,40.1250061,-75.5155685,Unavailable,Full,Members ,In-Person
Case Specific Nutrition,5750 Baum Blvd. Suite 306,None,Pittsburgh ,PA,15206,(412) 593-2048,40.458649900000005,-79.93175079999999,Unavailable,Pending,Public ,In-Person
Case Specific Nutrition,5750 Baum Blvd.,Suit 306,Pittsburgh ,PA,15206-0000,(412) 593-2048  Ext: 1 ,40.458649900000005,-79.93175079999999,Unavailable,Pending,Public Employees Members ,Distance Learning
Forbes Pharmacy,3501 Forbes Ave.,None,Pittsburgh ,PA,15213,(412) 246-6160,40.440129600000006,-79.95942749999998,Unavailable,Pending,Employees Other ,In-Person
"Giant Eagle, Inc.",101 Kappa Dr.,None,Pittsburgh ,PA,15238,(844) 259-1892,40.5090511,-79.86971539999998,Unavailable,Pending,Public Employees ,In-Person
UPMC Health Plan,600 Grant St.,None,Pittsburgh ,PA,15219-6609,(412) 454-6224,40.4410322,-79.99503779999998,Unavailable,Pending,Employees ,In-Person
YMCA of Greater Pittsburgh,420 Fort Duquesne Blvd. Ste. 625,None,Pittsburgh,PA,15222,(412) 227-3820,40.4428299,-80.00554220000001,http://www.ymcapgh.org,Full,Other ,In-Person
Pottstown Medical Specialists,1591 Medical Dr.,None,Pottstown ,PA,19464,(610) 326-8005,40.2401955,-75.61362530000001,Unavailable,Full,Public ,In-Person
Lehigh Valley Hospital – Schuylkill,400 East Norwegian St.,None,Pottsville ,PA,17901,(570) 621-4367,40.687001200000005,-76.19218479999998,Unavailable,Full,Public ,In-Person
Penn State Health St. Joseph,2500 Bernville Rd.,None,Reading ,PA,19605,(610) 378-2031,40.37544260000001,-75.97843540000001,Unavailable,Pending,Public ,In-Person
Weis Markets,5020 PA-873 #1,None,Schnecksville ,PA,18078,(610) 799-2413,40.6769887,-75.6159047,Unavailable,Pending,Public ,In-Person
"Bechtel's Pharmacy, Inc.",302 Main St.,None,Slatington ,PA,18080-1537,(610) 767-4121,36.218931500000004,-76.4646458,Unavailable,Pending,Public ,In-Person
Associates In Family Health Care,3021 Emilio center,Suite 3,Slickville ,PA,15684,(724) 468-4099,40.4575664,-79.5225815,Unavailable,Full,Public ,In-Person
ST MARYS PHARMACY INC,4 RAILROAD St.,None,St Marys,PA,15857,(814) 834-3017  Ext: 199 ,42.5765456,-71.2757974,Unavailable,Pending,Public Employees Members ,In-Person
Penn State Health,1850 Park Ave.,Suite 207,State College,PA,16803,(814) 235-2480,40.8204456,-77.84531729999998,Unavailable,Pending,Other ,In-Person
Titusville YMCA,505 W. Walnut St.,None,Titusville ,PA,16354,(814) 827-3931,35.54299779999999,-78.2859426,Unavailable,Pending,Public ,In-Person
Community Pharmacy,1256 Pennsylvania Ave.,None,Tyrone ,PA,16686,(814) 684-0230,40.116805600000006,-75.179048,Unavailable,Preliminary,Public ,In-Person
Tyrone Regional Health Network Diabetes Center,187 Hospital Dr.,None,Tyrone ,PA,16686,(814) 684-1255  Ext: 5101 ,40.674633299999996,-78.2521912,Unavailable,Pending,Public ,In-Person
Uniontown Area YMCA,1 YMCA Dr.,None,Uniontown ,PA,15401,(724) 438-2584,28.4601668,-81.4924193,http://www.uniontownymca.org/health-improvement-programs/#diabetes,Pending,Public Employees Members Other ,In-Person
Health Care Solutions of Delaware Valley (HCS),421 W. 24th St.,None,Upland ,PA,19013,(484) 234-2427,40.7478143,-74.0017203,Unavailable,Preliminary,Public ,In-Person
Washington Health Systems,95 Leonard Ave.,"Building 2, Suite 501",Washington ,PA,15301,(724) 250-6262,40.18198539999999,-80.2407949,http://www.washingtonhospital.org/services/diabetes_management/,Full,Public ,In-Person
Northcentral PA Area Health Education Center,63 Main St.,Second Floor,Wellsboro ,PA,16901,(570) 724-9146,28.501377,-81.53677979999998,Unavailable,Pending,Employees ,In-Person
Chester County Hospital-Penn Medicine,701 E. Marshall St.,None,West Chester,PA,19380,(610) 738-2835,39.971659100000004,-75.60191090000001,Unavailable,Pending,Public Employees ,OnLine
Chester County Hospital-Penn Medicine,701 East Marshall Street,None,West Chester,PA,19380,(610) 738-2300,39.971659100000004,-75.60191090000001,http://bit.ly/CCH-DPP,Full,Public ,In-Person
West Chester University- PA,700 South High St.,None,West Chester,PA,19383-0001,(610) 436-1000,39.9533579,-75.5983935,http://www.wcupa.edu,Preliminary,Public ,In-Person
YMCA of Greater Brandywine,One East Chestnut St,None,West Chester,PA,19380,(610) 643-9622  Ext: 2162 ,41.898133,-87.62718000000001,Unavailable,Pending,Public Employees Members ,In-Person
Wilkes-Barre Family YMCA,40 West Northampton St.,None,Wilkes-barre ,PA,18701,(570) 823-2191,41.2448097,-75.8858003,http://www.wbymca.org,Full,Public ,In-Person
YMCA of York and York County,90 N Newberry St.,None,York ,PA,17401,(717) 843-7884  Ext: 269 ,39.96129639999999,-76.73568949999998,Unavailable,Pending,Public ,In-Person
MediPrev,DG-15 Calle Babilonia Santa Juanita,None,Bayamon ,PR,956,(787) 797-9999,18.3565917,-66.1542829,Unavailable,Pending,Public Employees ,In-Person
TeleMedik,Calle Felipe de Plana #5,None,Guaynabo ,PR,966,(787) 999-6200  Ext: 6050 ,18.387603600000002,-66.10690179999999,Unavailable,Preliminary,Public ,In-Person
"Vita Care, LLC",Torre Chardon Bldg,350 Chardon Ave.  Suite 500,Hato Rey,PR,918,(787) 665-0174,18.423166199999997,-66.0681003,Unavailable,Full,Members ,In-Person
Metro Healthcare Management System,Bolivia St. # 60,"Urb. Hector Piñero , Hato Rey Central",San Juan,PR,918,(787) 650-7294  Ext: 1013 ,,,Unavailable,Pending,Public ,In-Person
Puerto Rico Department of Health,Ave Centro Médico Periferal,None,San Juan,PR,00926-8184,(787) 765-2929  Ext: 4127 ,25.669416100000003,-100.35341729999999,Unavailable,Pending,Public Employees ,In-Person
Triple-S Salud,1441 Avenida Franklin D. Roosevelt,None,San Juan,PR,920,(787) 749-4949,18.410047,-66.1038075,Unavailable,Pending,Members ,In-Person
Comunidad Saludable de la Montaña Inc.,Ave. esteves A 14,None,Utuado ,PR,641,(787) 933-7887,18.2650163,-66.6953472,http://www.csdlm.org,Full,Public ,Combination
Belau Medical Clinic,822 Ernguul Rd.,None,Koror ,PW,96940,(680) 488-2687,,,Unavailable,Pending,Public Employees ,In-Person
Community Health Center,One Hospital Rd.,None,Koror ,PW,96940,(680) 488-4612,41.4607404,-70.58070409999998,Unavailable,Pending,Public Employees ,In-Person
Progreso Latino,626 Broad St.,None,Central Falls,RI,2863,(401) 728-5920  Ext: 346 ,35.2830567,-120.6667906,http://www.progresolatino.org,Preliminary,Public Employees ,In-Person
Rhode Island Primary Care Physicians Corp.,1150 New London Ave.,None,Cranston ,RI,2920,(401) 654-4000,41.7381533,-71.47705069999998,Unavailable,Pending,Public Employees ,In-Person
"East Providence Senior Center Health, Nutrition and Diabetes Education Office",610 Waterman Ave.,None,East Providence,RI,2914,(401) 435-7800  Ext: 7 ,41.8173625,-71.3572032,Unavailable,Pending,Public ,In-Person
Clinica Esperanza-Hope Clinic,60 Valley St.,None,Providence ,RI,2909,(401) 437-9093,41.8191808,-71.4408825,http://www.aplacetobehealthy.org,Preliminary,Public ,In-Person
Lifespan Community Health Institute,335R Prairie Ave.,Suite 2B,Providence ,RI,2905,(401) 444-8069,41.804810700000004,-71.4153546,http://www.lifespan.org,Full,Public ,In-Person
YMCA of Greater Providence,371 Pine St.,None,Providence ,RI,2903,(401) 521-6622,41.7038855,-71.152348,http://www.gpymca.org,Preliminary,Public ,In-Person
South County Health Diabetes Center,100 Kenyon Ave.,Suite B3,Wakefield ,RI,2879,(401) 788-1696,41.4314066,-71.4970922,Unavailable,Preliminary,Employees ,In-Person
"Westbay Community Action, Inc.",224 Buttonwoods Ave.,None,Warwick ,RI,2886,(401) 732-4660  Ext: 112 ,41.7006253,-71.42958359999999,http://www.westbaycap.org,Full,Public ,In-Person
Anderson Area YMCA,201 East Reed Rd.,None,Anderson ,SC,29621,(864) 716-6261,34.5420309,-82.626228,Unavailable,Pending,Public Employees Members ,In-Person
Medical University of South Carolina,171 Ashley Ave.,None,Charleston ,SC,29425,(843) 792-2350,32.7844632,-79.946747,Unavailable,Preliminary,Public Employees Members Other ,In-Person
Wellness Five,14 Lockwood Dr.,#12-G,Charleston ,SC,29401,(843) 718-2981,32.780502399999996,-79.95087819999998,http://WellnessFive.com,Full,Public ,In-Person
Wellness Five LLC,14 Lockwood Dr.,#12-G,Charleston ,SC,29401,(843) 718-2981,32.780502399999996,-79.95087819999998,Unavailable,Pending,Public Employees Members Other ,Combination
Eau Claire Cooperative Health Center,169 Laurelhurst Avenue,None,Columbia,SC,29210,(803) 733-5969,34.059258,-81.1290302,Unavailable,Full,Public ,In-Person
Prisma Health,1501 Sumter St.,None,Columbia ,SC,29201,(803) 296-3070,34.006039,-81.0343875,Unavailable,Full,Public ,In-Person
Richland Country Adult Activity Center,7494 Parklane Rd.,None,Columbia ,SC,29223,(803) 462-9995,34.0773268,-80.95701269999998,Unavailable,Preliminary,Public ,In-Person
"Health Care Partners of SC, Inc",1708 Oak St.,None,Conway ,SC,29526,(843) 488-6349,33.2159458,-97.1510407,http://www.hcpsc.com,Full,Public ,In-Person
The Balm In Gilead - SDFI South Carolina,1321 South Main St.,None,Darlington ,SC,29532,(804) 644-2256,41.267255799999994,-75.8540543,Unavailable,Pending,Public ,In-Person
"Ehrhardt Pharmacy, LLC",12930 Broxton Bridge Rd.,None,Ehrhardt ,SC,29081,(803) 267-2121,33.1048584,-81.0138741,Unavailable,Preliminary,Public ,In-Person
HopeHealth,360 N. Irby St.,None,Florence ,SC,29501,(843) 432-3717,34.201947,-79.76758629999998,Unavailable,Full,Public ,In-Person
McLeod Diabetes Center,"101 William H. Johnson St., Suite 290",None,Florence ,SC,29506,(843) 777-6000,34.197687,-79.75316029999998,Unavailable,Pending,Public ,In-Person
CareSC Pharmacy LLC,718 North Fraser St.,None,Georgetown ,SC,29440,(843) 545-9292,33.3816978,-79.286999,Unavailable,Pending,Public ,In-Person
Tidelands Health,1101 Highmarket St.,None,Georgetown ,SC,29440,(843) 527-7045,33.3713608,-79.28567799999998,Unavailable,Full,Public Employees ,In-Person
"Edible Antidote, LLC",422 Ashburton Dr.,None,Goose Creek,SC,29445,(843) 452-9097,,,Unavailable,Pending,Public Other ,In-Person
Clemson University Cooperative Extension Service,301 University Ridge,Suite 4300,Greenville ,SC,29601,(864) 365-0635,34.840945899999994,-82.40005670000001,https://www.clemson.edu/extension/health/programs/national-diabetes-prevention.html,Pending,Public ,Distance Learning
Doctor For Life,309 Tanner Rd.,None,Greenville ,SC,29607,(864) 640-0009,34.81473,-82.272413,Unavailable,Full,Public Employees Members ,In-Person
GHA Partnership,875 West Faris Rd.,None,Greenville ,SC,29605,(864) 455-4003,34.8169909,-82.40712909999998,Unavailable,Full,Public Employees ,In-Person
Prisma Health Virtual,"712 Grove Rd., Greenville, SC 29605",None,Greenville ,SC,29605,(864) 522-1440,34.820937799999996,-82.414709,https://www.ghs.org/healthcareservices/diabetes-prevention-program/,Pending,Public Employees ,Distance Learning
"Virtual Training and Development Solutions, LLC.",716 East Fairfield Rd. Suite 111,None,Greenville ,SC,29605,(706) 983-9096,34.7778489,-82.38891720000001,http://www.virtualtrainingsolutions.net/5.html,Pending,Public ,Distance Learning
Self Regional Healthcare,1325 Spring St.,None,Greenwood ,SC,29646,(864) 725-4853,34.1757748,-82.15736629999998,Unavailable,Full,Public ,In-Person
Young Men's Christian Association of the Upper Pee Dee,111 E. Carolina Ave.,None,Hartsville ,SC,29550,(843) 383-4547,33.0059168,-80.18623149999998,Unavailable,Preliminary,Public ,In-Person
Mackey Family Practice,1025 West Meeting St,Suite 200,Lancaster ,SC,29720,(803) 285-7414,34.7136356,-80.7934365,Unavailable,Full,Public Employees ,In-Person
Lakelands Region YMCA of SC,410 Anderson Dr.,None,Laurens ,SC,29360,(864) 984-2626,28.1075175,-81.8146437,Unavailable,Pending,Public Members ,In-Person
The Regional Medical Center,3000 St. Matthews Rd.,None,Orangeburg ,SC,29118-1498,(803) 395-2752,33.5401756,-80.8306233,Unavailable,Preliminary,Public ,In-Person
Salubrius Rx,118 Clair Dr.,None,Piedmont ,SC,29673,(864) 438-4870,34.781148200000004,-82.47570909999999,Unavailable,Pending,Public Employees Other ,Distance Learning
SalubriusRx,118 Clair Dr.,None,Piedmont ,SC,29673,(864) 438-4870,34.781148200000004,-82.47570909999999,Unavailable,Pending,Public Employees Other ,In-Person
"Beaufort Jasper Hampton Comprehensive Health Services, Inc",721 Okatie Hwy. 170,Po Box 357,Ridgeland ,SC,29936,(843) 987-7400  Ext: 7415 ,32.360033,-80.871996,Unavailable,Full,Public Other ,In-Person
Upper Palmetto YMCA,151 South Oakland Ave.,None,Rock Hill,SC,29730,(803) 324-9622,34.9274636,-81.02344029999998,Unavailable,Preliminary,Public ,In-Person
Proactive MD,Proactive MD Health & Wellness Center - City of Spartanburg,145 W. Broad St.,Spartanburg ,SC,29306,(864) 596-2988,34.922121000000004,-81.98258500000001,Unavailable,Preliminary,Public ,In-Person
Spartanburg Housing Authority,2271 South Pine St.,None,Spartanburg ,SC,29302,(864) 598-6002,34.9310638,-81.88680579999998,http://www.shasc.org,Preliminary,Other ,In-Person
Spartanburg Regional Health Services District,853 North Church St. Suite 720C,None,Spartanburg ,SC,29303,(864) 560-6419,34.966308399999996,-81.9407609,Unavailable,Full,Public ,In-Person
