Name,Address Line 1,Address Line 2,City,State,Zip,Phone,Web Address,Recognition Status,Class open To,Delivery Mode
Berwick Area YMCA,231 West Thurd St.,,Berwick ,PA,18603,(570) 752-5981,,Pending,Public Employees Members ,In-Person
Bethlehem Health Bureau,10 E. Church St.,,Bethlehem ,PA,18018,(610) 865-7083,,Pending,Public ,In-Person
St. Luke's University Health Network,801 Ostrum St.,,Bethlehem ,PA,18015,(484) 526-2301,,Preliminary,Public ,In-Person
YWCA Bethlehem,3895 Adler Pl.,"Building A,  Suite 180",Bethlehem ,PA,18017-9092,(610) 867-4669  Ext: 102 ,,Pending,Public ,In-Person
No Longer Bound,1230 Norton Ave.,,Bristol ,PA,19007,(215) 788-9511,,Full,Public ,In-Person
Butler County Family YMCA,339 N. Washington St.,,Butler ,PA,16001,(724) 287-4733,http://butler.bcfymca.org/,Full,Public ,In-Person
Greater Carbondale YMCA,82 N. Main St.,,Carbondale ,PA,18407,(570) 282-2210,,Pending,Public ,In-Person
SADLER HEALTH CENTER,100 N. HANOVER St.,,Carlisle ,PA,17013,(717) 218-6670  Ext: 4368 ,http://WWW.SADLERHEALTH.ORG,Pending,Public ,In-Person
Hartzell's Pharmacy,300 American St.,,Catasauqua ,PA,18032,(610) 264-5471,,Preliminary,Public Employees ,In-Person
Chambersburg Memorial YMCA,570 E McKinley St.,,Chambersburg ,PA,17201,(717) 263-8508,http://chbgy.org/,Full,Public ,In-Person
Wellspan,785 5th Ave.,,Chambersburg ,PA,17201,(717) 267-7561,http://www.summithealth.org,Full,Public ,In-Person
Curtis Pharmacy,305 Main St.,,Claysville ,PA,15323,(724) 663-7707,,Pending,Other ,In-Person
North Penn YMCA,2506 N. Broad St.,,Colmar ,PA,18915,(215) 723-3569  Ext: 115 ,,Pending,Public Employees Members ,In-Person
Geisinger Health Plan,100 North Academy Ave.,,Danville ,PA,17822-5002,(866) 415-7138,http://www.thehealthplan.com,Full,Public ,In-Person
Penn Highlands Healthcare,100 Hospital Ave.,,Dubois ,PA,15801,(814) 375-3890,,Full,Public ,In-Person
Greater Scranton YMCA,706 North Blakely St.,,Dunmore ,PA,18512,(570) 828-3230,http:// http://www.greaterscrantonymca.org/Health%20Initiatives-324.htm,Pending,Public ,In-Person
"East Berlin Pharmacy, Inc.",335 West King St.,,East Berlin,PA,17316,(717) 259-8321,http://www.choicehealthservices.com/diabetes-prevention-program,Pending,Public ,In-Person
Harrisburg Area YMCA,500 N. Church St.,,Elizabethville ,PA,17023,(717) 362-9494,http://ymcaharrisburg.org,Full,Public ,In-Person
Saint Vincent Center for Nutrition and Diabetes,3822 Colonial Ave.,,Erie ,PA,16506,(814) 835-2626,,Full,Public ,In-Person
The Sight Center of Northwest PA,2545 W. 26th St.,,Erie ,PA,16506,(814) 455-0995  Ext: 101 ,,Full,Public ,In-Person
YMCA of Greater Erie,31 west 10 St.,,Erie ,PA,16501,(814) 899-9622,https://www.ymcaerie.org/diabetes-prevention-program/,Pending,Public Employees Members ,In-Person
EXTON PHARMACY1840,1 MARCHWOOD Rd.,,Exton ,PA,19341-1840,(610) 363-9444,,Pending,Public ,In-Person
YMCA of Franklin and Grove City,111 West Park St.,,Franklin ,PA,16323,(724) 458-9781,,Preliminary,Public ,In-Person
Walberg Family Pharmacies - Care-Fill Pharmacy,43 WILLIAMSON Rd. Suite 1,,"Greenville, Pa",PA,16125,(724) 932-5355  Ext: 112 ,,Pending,Public Employees ,In-Person
Commonwealth of Pennsylvania,513 Finance Building,613 North St.,Harrisburg ,PA,17120-0400,(717) 787-9872,,Pending,Employees ,In-Person
Latino Connection,3809 Paxton St.,Suite A,Harrisburg ,PA,17111,(717) 963-7218,,Full,Other ,In-Person
Shenango Valley YMCA,925 N Hermitage Rd.,,Hermitage ,PA,16148,(724) 981-6950,,Pending,Public ,In-Person
Country Meadows Retirement Communities,830 Cherry Dr.,,Hershey ,PA,17033,(717) 533-2474  Ext: 10120 ,,Pending,Public Employees ,In-Person
Blair Regional YMCA,1111 Hewit St.,,Hollidaysburg ,PA,16648,(814) 695-4467,http://hollidaysburgareaymca.org,Full,Public ,In-Person
J.C. Blair Memorial Hospital,1225 Warm Springs Ave.,,Huntingdon ,PA,16652,(814) 643-2290,http://www.jcblair.org,Full,Public ,In-Person
"The Wright Center Medical Group, PC",5 South Washington Ave.,,Jermyn ,PA,18433,(570) 383-9934,http://www.thewrightcenter.org,Preliminary,Public ,In-Person
Conemaugh Memorial Medical Center,1450 Scalp Ave.,Suite 2300,Johnstown ,PA,15904,(814) 534-6800,,Full,Public ,In-Person
Richard G. Snyder YMCA Campus,1150 North Water St.,,Kittanning ,PA,16201,(724) 545-9622,,Pending,Public Employees Members ,In-Person
Lancaster Family YMCA,265 Harrisburg Ave.,,Lancaster ,PA,17603,(717) 393-9622  Ext: 1102 ,,Pending,Public ,In-Person
Lancaster General Health-Penn Medicine,555 N. Duke St.,,Lancaster ,PA,17604,(717) 544-7791,http://Lancastergeneralhealth.org,Full,Members Other ,In-Person
"Lebanon Family Health Services, INC",615 Cumberland St.,,Lebanon ,PA,17042,(717) 273-6741,http://lebanonfamilyhealth.org,Preliminary,Public ,In-Person
UPMC Pinnacle Medical Group,3 Walnut St.,Suite 206,Lemoyne ,PA,17043,(717) 761-0208,,Full,Other ,In-Person
LVRx Pharmacy,211 south market St.,,Ligonier ,PA,15658,(724) 995-8868,,Pending,Public ,In-Person
Meadville YMCA,356 Chestnut St.,,Meadville ,PA,16335,(814) 336-2196,http://meadvilleymca.org,Full,Public ,In-Person
New Castle Community YMCA,20 West Washington St,,New Castle,PA,16101,(724) 658-4766  Ext: 21 ,http://www.ncymca.org,Pending,Employees ,In-Person
Welsh Mountain Health Centers,584 Springville Rd.,,New Holland,PA,17557,(717) 354-4711  Ext: 141 ,,Pending,Public ,In-Person
iHealth Partners Network,418 Crossbow Dr.,,New Stanton,PA,15672,(724) 322-1043,http://ihpn.online,Full,Public Employees Members Other ,In-Person
Sodexo Operations,115 Pheasant Run,Suite 106,Newtown,PA,18944,(215) 867-4717,,Preliminary,Public ,In-Person
MontCo Office of Aging & Adult Services,1430 Dekalb St.,,Norristown ,PA,19401,(610) 278-5926,,Full,Public ,In-Person
Patton Pharmacy V&S Variety,"503 Railroad Ave., Suite 2",,Patton ,PA,16668,(814) 674-3693,,Pending,Public ,In-Person
Episcopal Community Services,225 S. 3rd St.,,Philadelphia ,PA,19106-3910,(215) 351-1463,http://ecsphilly.org,Pending,Public ,In-Person
Health Federation of Philadelphia,1211 Chestnut St.,Suite 801,Philadelphia ,PA,19107,(215) 246-5417,http://www.healthfederation.org/dpp,Full,Other ,In-Person
"Health Promotion Council of Southeastern Pennsylvania, Inc.",1500 Market St.,,Philadelphia ,PA,19102,(267) 350-7691,,Full,Public Employees Members Other ,In-Person
Penn Medicine,3400 Civic Center Blvd.,"1st Floor, East Pavilion",Philadelphia ,PA,19104,(215) 615-5252,,Pending,Employees ,In-Person
Penn Medicine,3400 Civic Center Blvd.,,Philadelphia ,PA,19104,(215) 615-5252  Ext: 4848836050 ,,Pending,Employees ,OnLine
Pennsylvania Hospital - Diabetes Education Center,Garfield Duncan Building,"700 Spruce Streets, 4th floor, suite 400",Philadelphia ,PA,19106,(215) 829-5725,,Full,Public ,In-Person
Philadelphia Freedom Valley YMCA,2000 Market St. Suite 750,,Philadelphia ,PA,19103,(215) 963-3700,http://philaymca.org,Pending,Public ,In-Person
Temple Physicians Inc.,3401 N. Broad St.,,Philadelphia ,PA,19140,(215) 707-7188,http://templehealth.org,Full,Public Members ,In-Person
Thomas Jefferson University  Hospital Center for Urban Health,211 South 9th St.,Suite 300,Philadelphia ,PA,19107,(215) 955-2397,,Full,Public ,In-Person
Uplift,2800 fox St.,,Philadelphia ,PA,19129,(215) 717-1222,,Pending,Public ,In-Person
Viora Health,3401 MARKET St.,STE 200,Philadelphia ,PA,19104,(267) 469-0102,,Pending,Public ,Combination
Visiting Nurses of Philadelphia,3300 Henry Ave.,,Philadelphia ,PA,19090,(215) 473-0772,,Pending,Public ,In-Person
The Gateway Pharmacy,165 Nutt Rd.,,Phoenixville ,PA,19460,(610) 933-2609,,Full,Members ,In-Person
Case Specific Nutrition,5750 Baum Blvd. Suite 306,,Pittsburgh ,PA,15206,(412) 593-2048,,Pending,Public ,In-Person
Case Specific Nutrition,5750 Baum Blvd.,Suit 306,Pittsburgh ,PA,15206-0000,(412) 593-2048  Ext: 1 ,,Pending,Public Employees Members ,Distance Learning
Forbes Pharmacy,3501 Forbes Ave.,,Pittsburgh ,PA,15213,(412) 246-6160,,Pending,Employees Other ,In-Person
"Giant Eagle, Inc.",101 Kappa Dr.,,Pittsburgh ,PA,15238,(844) 259-1892,,Pending,Public Employees ,In-Person
UPMC Health Plan,600 Grant St.,,Pittsburgh ,PA,15219-6609,(412) 454-6224,,Pending,Employees ,In-Person
YMCA of Greater Pittsburgh,420 Fort Duquesne Blvd. Ste. 625,,Pittsburgh,PA,15222,(412) 227-3820,http://www.ymcapgh.org,Full,Other ,In-Person
Pottstown Medical Specialists,1591 Medical Dr.,,Pottstown ,PA,19464,(610) 326-8005,,Full,Public ,In-Person
Lehigh Valley Hospital – Schuylkill,400 East Norwegian St.,,Pottsville ,PA,17901,(570) 621-4367,,Full,Public ,In-Person
Penn State Health St. Joseph,2500 Bernville Rd.,,Reading ,PA,19605,(610) 378-2031,,Pending,Public ,In-Person
Weis Markets,5020 PA-873 #1,,Schnecksville ,PA,18078,(610) 799-2413,,Pending,Public ,In-Person
"Bechtel's Pharmacy, Inc.",302 Main St.,,Slatington ,PA,18080-1537,(610) 767-4121,,Pending,Public ,In-Person
Associates In Family Health Care,3021 Emilio center,Suite 3,Slickville ,PA,15684,(724) 468-4099,,Full,Public ,In-Person
ST MARYS PHARMACY INC,4 RAILROAD St.,,St Marys,PA,15857,(814) 834-3017  Ext: 199 ,,Pending,Public Employees Members ,In-Person
Penn State Health,1850 Park Ave.,Suite 207,State College,PA,16803,(814) 235-2480,,Pending,Other ,In-Person
Titusville YMCA,505 W. Walnut St.,,Titusville ,PA,16354,(814) 827-3931,,Pending,Public ,In-Person
Community Pharmacy,1256 Pennsylvania Ave.,,Tyrone ,PA,16686,(814) 684-0230,,Preliminary,Public ,In-Person
Tyrone Regional Health Network Diabetes Center,187 Hospital Dr.,,Tyrone ,PA,16686,(814) 684-1255  Ext: 5101 ,,Pending,Public ,In-Person
Uniontown Area YMCA,1 YMCA Dr.,,Uniontown ,PA,15401,(724) 438-2584,http://www.uniontownymca.org/health-improvement-programs/#diabetes,Pending,Public Employees Members Other ,In-Person
Health Care Solutions of Delaware Valley (HCS),421 W. 24th St.,,Upland ,PA,19013,(484) 234-2427,,Preliminary,Public ,In-Person
Washington Health Systems,95 Leonard Ave.,"Building 2, Suite 501",Washington ,PA,15301,(724) 250-6262,http://www.washingtonhospital.org/services/diabetes_management/,Full,Public ,In-Person
Northcentral PA Area Health Education Center,63 Main St.,Second Floor,Wellsboro ,PA,16901,(570) 724-9146,,Pending,Employees ,In-Person
Chester County Hospital-Penn Medicine,701 E. Marshall St.,,West Chester,PA,19380,(610) 738-2835,,Pending,Public Employees ,OnLine
Chester County Hospital-Penn Medicine,701 East Marshall Street,,West Chester,PA,19380,(610) 738-2300,http://bit.ly/CCH-DPP,Full,Public ,In-Person
West Chester University- PA,700 South High St.,,West Chester,PA,19383-0001,(610) 436-1000,http://www.wcupa.edu,Preliminary,Public ,In-Person
YMCA of Greater Brandywine,One East Chestnut St,,West Chester,PA,19380,(610) 643-9622  Ext: 2162 ,,Pending,Public Employees Members ,In-Person
Wilkes-Barre Family YMCA,40 West Northampton St.,,Wilkes-barre ,PA,18701,(570) 823-2191,http://www.wbymca.org,Full,Public ,In-Person
YMCA of York and York County,90 N Newberry St.,,York ,PA,17401,(717) 843-7884  Ext: 269 ,,Pending,Public ,In-Person
MediPrev,DG-15 Calle Babilonia Santa Juanita,,Bayamon ,PR,956,(787) 797-9999,,Pending,Public Employees ,In-Person
TeleMedik,Calle Felipe de Plana #5,,Guaynabo ,PR,966,(787) 999-6200  Ext: 6050 ,,Preliminary,Public ,In-Person
"Vita Care, LLC",Torre Chardon Bldg,350 Chardon Ave.  Suite 500,Hato Rey,PR,918,(787) 665-0174,,Full,Members ,In-Person
Metro Healthcare Management System,Bolivia St. # 60,"Urb. Hector Piñero , Hato Rey Central",San Juan,PR,918,(787) 650-7294  Ext: 1013 ,,Pending,Public ,In-Person
Puerto Rico Department of Health,Ave Centro Médico Periferal,,San Juan,PR,00926-8184,(787) 765-2929  Ext: 4127 ,,Pending,Public Employees ,In-Person
Triple-S Salud,1441 Avenida Franklin D. Roosevelt,,San Juan,PR,920,(787) 749-4949,,Pending,Members ,In-Person
Comunidad Saludable de la Montaña Inc.,Ave. esteves A 14,,Utuado ,PR,641,(787) 933-7887,http://www.csdlm.org,Full,Public ,Combination
Belau Medical Clinic,822 Ernguul Rd.,,Koror ,PW,96940,(680) 488-2687,,Pending,Public Employees ,In-Person
Community Health Center,One Hospital Rd.,,Koror ,PW,96940,(680) 488-4612,,Pending,Public Employees ,In-Person
Progreso Latino,626 Broad St.,,Central Falls,RI,2863,(401) 728-5920  Ext: 346 ,http://www.progresolatino.org,Preliminary,Public Employees ,In-Person
Rhode Island Primary Care Physicians Corp.,1150 New London Ave.,,Cranston ,RI,2920,(401) 654-4000,,Pending,Public Employees ,In-Person
"East Providence Senior Center Health, Nutrition and Diabetes Education Office",610 Waterman Ave.,,East Providence,RI,2914,(401) 435-7800  Ext: 7 ,,Pending,Public ,In-Person
Clinica Esperanza-Hope Clinic,60 Valley St.,,Providence ,RI,2909,(401) 437-9093,http://www.aplacetobehealthy.org,Preliminary,Public ,In-Person
Lifespan Community Health Institute,335R Prairie Ave.,Suite 2B,Providence ,RI,2905,(401) 444-8069,http://www.lifespan.org,Full,Public ,In-Person
YMCA of Greater Providence,371 Pine St.,,Providence ,RI,2903,(401) 521-6622,http://www.gpymca.org,Preliminary,Public ,In-Person
South County Health Diabetes Center,100 Kenyon Ave.,Suite B3,Wakefield ,RI,2879,(401) 788-1696,,Preliminary,Employees ,In-Person
"Westbay Community Action, Inc.",224 Buttonwoods Ave.,,Warwick ,RI,2886,(401) 732-4660  Ext: 112 ,http://www.westbaycap.org,Full,Public ,In-Person
Anderson Area YMCA,201 East Reed Rd.,,Anderson ,SC,29621,(864) 716-6261,,Pending,Public Employees Members ,In-Person
Medical University of South Carolina,171 Ashley Ave.,,Charleston ,SC,29425,(843) 792-2350,,Preliminary,Public Employees Members Other ,In-Person
Wellness Five,14 Lockwood Dr.,#12-G,Charleston ,SC,29401,(843) 718-2981,http://WellnessFive.com,Full,Public ,In-Person
Wellness Five LLC,14 Lockwood Dr.,#12-G,Charleston ,SC,29401,(843) 718-2981,,Pending,Public Employees Members Other ,Combination
Eau Claire Cooperative Health Center,169 Laurelhurst Avenue,,Columbia,SC,29210,(803) 733-5969,,Full,Public ,In-Person
Prisma Health,1501 Sumter St.,,Columbia ,SC,29201,(803) 296-3070,,Full,Public ,In-Person
Richland Country Adult Activity Center,7494 Parklane Rd.,,Columbia ,SC,29223,(803) 462-9995,,Preliminary,Public ,In-Person
"Health Care Partners of SC, Inc",1708 Oak St.,,Conway ,SC,29526,(843) 488-6349,http://www.hcpsc.com,Full,Public ,In-Person
The Balm In Gilead - SDFI South Carolina,1321 South Main St.,,Darlington ,SC,29532,(804) 644-2256,,Pending,Public ,In-Person
"Ehrhardt Pharmacy, LLC",12930 Broxton Bridge Rd.,,Ehrhardt ,SC,29081,(803) 267-2121,,Preliminary,Public ,In-Person
HopeHealth,360 N. Irby St.,,Florence ,SC,29501,(843) 432-3717,,Full,Public ,In-Person
McLeod Diabetes Center,"101 William H. Johnson St., Suite 290",,Florence ,SC,29506,(843) 777-6000,,Pending,Public ,In-Person
CareSC Pharmacy LLC,718 North Fraser St.,,Georgetown ,SC,29440,(843) 545-9292,,Pending,Public ,In-Person
Tidelands Health,1101 Highmarket St.,,Georgetown ,SC,29440,(843) 527-7045,,Full,Public Employees ,In-Person
"Edible Antidote, LLC",422 Ashburton Dr.,,Goose Creek,SC,29445,(843) 452-9097,,Pending,Public Other ,In-Person
Clemson University Cooperative Extension Service,301 University Ridge,Suite 4300,Greenville ,SC,29601,(864) 365-0635,https://www.clemson.edu/extension/health/programs/national-diabetes-prevention.html,Pending,Public ,Distance Learning
Doctor For Life,309 Tanner Rd.,,Greenville ,SC,29607,(864) 640-0009,,Full,Public Employees Members ,In-Person
GHA Partnership,875 West Faris Rd.,,Greenville ,SC,29605,(864) 455-4003,,Full,Public Employees ,In-Person
Prisma Health Virtual,"712 Grove Rd., Greenville, SC 29605",,Greenville ,SC,29605,(864) 522-1440,https://www.ghs.org/healthcareservices/diabetes-prevention-program/,Pending,Public Employees ,Distance Learning
"Virtual Training and Development Solutions, LLC.",716 East Fairfield Rd. Suite 111,,Greenville ,SC,29605,(706) 983-9096,http://www.virtualtrainingsolutions.net/5.html,Pending,Public ,Distance Learning
Self Regional Healthcare,1325 Spring St.,,Greenwood ,SC,29646,(864) 725-4853,,Full,Public ,In-Person
Young Men's Christian Association of the Upper Pee Dee,111 E. Carolina Ave.,,Hartsville ,SC,29550,(843) 383-4547,,Preliminary,Public ,In-Person
Mackey Family Practice,1025 West Meeting St,Suite 200,Lancaster ,SC,29720,(803) 285-7414,,Full,Public Employees ,In-Person
Lakelands Region YMCA of SC,410 Anderson Dr.,,Laurens ,SC,29360,(864) 984-2626,,Pending,Public Members ,In-Person
The Regional Medical Center,3000 St. Matthews Rd.,,Orangeburg ,SC,29118-1498,(803) 395-2752,,Preliminary,Public ,In-Person
Salubrius Rx,118 Clair Dr.,,Piedmont ,SC,29673,(864) 438-4870,,Pending,Public Employees Other ,Distance Learning
SalubriusRx,118 Clair Dr.,,Piedmont ,SC,29673,(864) 438-4870,,Pending,Public Employees Other ,In-Person
"Beaufort Jasper Hampton Comprehensive Health Services, Inc",721 Okatie Hwy. 170,Po Box 357,Ridgeland ,SC,29936,(843) 987-7400  Ext: 7415 ,,Full,Public Other ,In-Person
Upper Palmetto YMCA,151 South Oakland Ave.,,Rock Hill,SC,29730,(803) 324-9622,,Preliminary,Public ,In-Person
Proactive MD,Proactive MD Health & Wellness Center - City of Spartanburg,145 W. Broad St.,Spartanburg ,SC,29306,(864) 596-2988,,Preliminary,Public ,In-Person
Spartanburg Housing Authority,2271 South Pine St.,,Spartanburg ,SC,29302,(864) 598-6002,http://www.shasc.org,Preliminary,Other ,In-Person
Spartanburg Regional Health Services District,853 North Church St. Suite 720C,,Spartanburg ,SC,29303,(864) 560-6419,,Full,Public ,In-Person
Summerville Family YMCA,140 S. Cedar St.,,Summerville ,SC,29483-6014,(843) 871-9622,http://www.summervilleymca.org,Preliminary,Public ,In-Person
Carolina Diabetes & Kidney Center,635 W. Wesmark Blvd.,,Sumter ,SC,29150,(803) 469-7500,http://cdkc.net/index.html,Full,Public ,In-Person
Good Samaritan Clinic,1316 Leaphart St.,,W. Columbia,SC,29169,(803) 358-8339,,Preliminary,Public ,In-Person
Healthy Plate Cooking,1956 Long Creek Rd.,,Wadmalaw Island,SC,29487,(843) 343-7556,,Pending,Public ,In-Person
"JBM, LLC dba Yorkville Pharmacy",822 B East Liberty St.,,York ,SC,29745,(803) 628-7934,,Pending,Public ,In-Person
Avera St Luke's Hospital,305 S State St,,Aberdeen ,SD,57401,(605) 622-5161,,Pending,Public Employees ,Combination
Avera St Luke's Hospital,305 S State St,,Aberdeen ,SD,57401,(605) 622-5161,,Full,Public Employees ,In-Person
Larson Manufacturing,2333 Eastbrook Dr.,,Brookings ,SD,57006,(605) 692-6115,,Pending,Employees ,OnLine
Madison Regional Health System,323 SW 10th St.,,Madison ,SD,57042,(605) 256-6551,,Pending,Public Employees Other ,In-Person
"South Dakota Urban Indian Health, Inc SDUIH",1714 Abbey Rd.,,Pierre ,SD,57501,(605) 224-8841,,Pending,Public Other ,In-Person
Pine Ridge I.H.S. Hospital,East Hwy. 18,,Pine Ridge,SD,57770,(605) 867-5131,,Preliminary,Other ,In-Person
Regional Health Medical Clinic Flormann Street,640 Flormann St.,,Rapid City,SD,57701,(605) 755-3300,,Full,Public ,In-Person
Sioux San Hospital,3200 Canyon Lake Dr.,,Rapid City,SD,57702,(605) 355-2411  Ext: 411 ,,Preliminary,Other ,In-Person
The Medicine Shoppe Pharmacy,1304 Mount Rushmore Rd.,,Rapid City,SD,57701,(605) 348-6305,,Pending,Public ,In-Person
Avera McKennan Hospital & University Health Center,1325 S Cliff Ave.,,Sioux Falls,SD,57117,(605) 322-6578,,Pending,Employees Other ,Combination
Sanford Health Plan,300 Cherapa Pl. #201,,Sioux Falls,SD,57103-2272,(605) 312-2779,,Preliminary,Employees Members ,In-Person
Sanford Health Plan,300 Cherapa Pl.,Suite 201,Sioux Falls,SD,57103,(605) 328-7183,,Pending,Employees Members Other ,Distance Learning
Sanford Medical Center,1305 West 18th St.,,Sioux Falls,SD,57117,(605) 328-6147,,Pending,Public ,In-Person
Regional Health Diabetes - Spearfish,1420 N 10th St.,,Spearfish ,SD,57783,(605) 644-4251,,Preliminary,Public ,In-Person
Starr Regional Medical Center Diabetes Program,1114 West Madison Ave.,,Athens ,TN,37303,(423) 744-3249,,Full,Public ,In-Person
UT-TSU Extension Sullivan County,140 Spurgeon Ln.,,Blountville ,TN,37617,(423) 574-1962,,Pending,Public ,In-Person
Manna Cafe Ministries,605 Providence Blvd.,,Clarksville ,TN,37042,(931) 933-0970,,Pending,Public ,In-Person
Bridge 2 Health and Wellness,1159 Harrison Pike,507,Cleveland ,TN,37311,(423) 715-2058,,Pending,Public ,In-Person
Hope 80-20,2906 N Ocoee St.,,Cleveland ,TN,37312,(877) 836-9355,http://www.hope8020.com,Full,Public ,OnLine
"Compwell, LLC",91 Peyton Pkwy. Suite 104,,Collierville ,TN,38017,(866) 528-4042,,Pending,Public Employees ,Distance Learning
Cumberland Diabetes Clinic,49 Cleaveland St.  Suite 340,,Crossville ,TN,38555,(931) 459-7146,,Pending,Public Employees ,In-Person
Williamson Medical Center,4321 Carothers Parkway,,Franklin ,TN,37067,(615) 435-5580,http://www.williamsonmedicalcenter.org,Full,Public ,In-Person
BMG Outpatient Care Center DPP,2100 Exter Rd.,,Germantown,TN,38138,(901) 757-3428,,Full,Public ,In-Person
Ballad Health,1420 Tusculum Blvd.,,Greeneville ,TN,37745,(423) 787-5195,http://www.laughlinmemorial.org,Full,Public ,In-Person
"Galen Medical Group, PC",4976 Alpha Ln.,,Hixson ,TN,37343-5470,(423) 954-9010,,Preliminary,Public Employees ,Combination
Baptist Memorial Hospital-Carroll County,631 R.B. Wilson Dr.,Diabetes Education,Huntingdon ,TN,38344,(731) 986-7096,,Full,Public ,In-Person
Fundamental Health Solutions LLC,541 Wiley Parker Road,,Jackson,TN,38305,(731) 203-0708,http://www.1healthyplan.com,Full,Public Members ,In-Person
University of TN Extension Washington County,206 W. Main St.,,Jonesborough ,TN,37659,(423) 753-1680,,Pending,Public ,In-Person
Greater Kingsport Family YMCA Wellmont Center,1840 Meadowview Pkwy,,Kingsport,TN,37660,(423) 765-9757,http://ymcakpt.org,Full,Public ,In-Person
Gibbs Pharmacy,1427-B Baddour Pkwy.,,Lebanon ,TN,37087,(615) 449-3355,,Pending,Public Employees Other ,In-Person
"Perry County Medical Center, Inc.",115 East Brooklyn St.,,Linden ,TN,37096,(931) 589-2104,,Pending,Public Employees Members ,In-Person
DarSalud LifeDOC,1068 Cresthaven Rd.,Suite 300,Memphis ,TN,38119,(901) 683-0024  Ext: 700138 ,,Pending,Members ,In-Person
Methodist LeBonheur Community Outreach,"850 Poplar Ave., Building 2",,Memphis ,TN,38105,(901) 287-5650,,Full,Public ,In-Person
Shelby County Health Department,814 Jefferson Ave.,,Memphis ,TN,38105,(901) 222-9272,,Pending,Employees ,In-Person
US Diabetes Care,2231 Sandstone Dr.,,Morristown ,TN,37814-0000,(423) 616-0625,,Pending,Public Employees ,In-Person
State of Tennessee Group Health Plan,"312 Rosa L. Parks Ave., 1900 WRS Tennessee Tower",,Nashville ,TN,37243-1102,(615) 253-9937,,Full,Employees Members ,In-Person
Tennessee Department of Health-Mid-Cumberland Region,710 Hart Ln.,,Nashville ,TN,37243-2649,(615) 650-7067,,Preliminary,Public ,In-Person
VUMC Faculty and Staff Health and Wellness,"1211 21st Avenue South, Suite 640 MAB",,Nashville,TN,37212,(615) 343-8943,http://healthandwellness.vanderbilt.edu/,Full,Employees ,In-Person
VUMC Faculty and Staff Health and Wellness,"1211 21st Ave. South, Suite 640 MAB",,Nashville ,TN,37212,(615) 343-8943,,Full,Employees ,Distance Learning
Sevier County Health Department,719 Middle Creek Rd.,,Sevierville ,TN,37821,(865) 453-1032  Ext: 6212 ,,Pending,Public ,In-Person
Surgoinsville Pharmacy,114 Bellamy Ave.,,Surgoinsville ,TN,37873,(423) 345-0333,,Pending,Public Employees Members ,In-Person
Arlington-Mansfield Area YMCA,"1128 W. Pioneer Parkway, Suite H",,Arlington,TX,76013,(817) 419-9629,https://amaymca.org/programs/health-wellness/diabetes-prevention/,Full,Public ,In-Person
Austin Metropolitan YMCA,3208 Red River St. #200,,Austin ,TX,78705,(512) 322-9622,,Pending,Public ,In-Person
Umemba Health,6725 Derby Downs Dr.,,Austin ,TX,78747,(501) 912-7452,http://www.umembahealth.com,Pending,Public Other ,Distance Learning
Matagorda Regional Medical Center,104 7th St.,,Bay City,TX,77414,(979) 241-5700,,Pending,Public Employees Members ,In-Person
Excellent Way Health and Wellness Center,1595 s M. L. King jr Pkwy.,,Beaumont ,TX,77701,(409) 678-1530,http://2excellentway.com/cdc/,Preliminary,Public ,In-Person
Brownsville Community Health Center,191 East Price Rd.,,Brownsville ,TX,78521,(956) 548-7400  Ext: 0763 ,,Pending,Public ,In-Person
Heart Institute of Brownsville Wellness Center,213 Heart Dr.,,Brownsville ,TX,78520,(956) 504-3278,,Pending,Other ,In-Person
Proyecto Juan Diego,P.O. Box 8038,2216 Edu,Brownsville ,TX,78526,(956) 455-1977,,Preliminary,Public ,In-Person
UT Health School of Public Health Brownsville,One West University Blvd.,,Brownsville ,TX,78520,(956) 755-0601,,Pending,Public Employees Members ,In-Person
Health Promotion Co.,2008 E. Hebron Pkwy. Suite 100,,Carrollton ,TX,75007,(469) 826-3376,,Full,Public ,In-Person
Comanche County Medical Center,10201 N Hwy. 16,,Comanche ,TX,76442,(254) 879-4900,,Pending,Public ,In-Person
Lone Star Family Health Center,605 S. Conroe Medical Dr.,,Conroe ,TX,77304,(936) 539-4004  Ext: 8453 ,,Pending,Employees Other ,In-Person
Amistad Community Health Center,1533 S. Brownlee Blvd.,,Corpus Christi,TX,78404,(361) 884-2422,,Full,Public ,In-Person
Baylor Scott and White-Health and Wellness Center,4500 Spring Ave.,,Dallas,TX,75210,(214) 915-3200,http://BSWHealth.com/HealthandWellness,Full,Public ,In-Person
Community Council of Greater Dallas,"1341 W. Mockingbird, Suite 1000W",,Dallas ,TX,75247,(214) 954-4229,,Preliminary,Public ,In-Person
Dallas County Health & Human Services,2377 N. Stemmons Fwy.,,Dallas ,TX,75207,(214) 819-1820,https://www.dallascounty.org/Assets/uploads/docs/hhs/DiabetesPreventionProgramWebcontent.pdf,Pending,Public Employees ,Distance Learning
Prime Care Health Solutions,13601 Preston Rd.,Suite 520 West,Dallas ,TX,75240,(214) 613-2019,,Pending,Public Employees Members ,In-Person
Prime Care Health Solutions LLC,13601 Preston Rd. #520 W,,Dallas ,TX,75240,(214) 613-2019,http://www.dpp.primecarehs.com,Pending,Public Employees Members ,Distance Learning
